sequence,target,seg_id,speaker_id,dataset,speech_register
"[5, 2, 5, 1, 3, 1, 3, 1, 4, 3]",5,B-42_17_pass1_1203_11,B-42,IDSLabel-norm,IDS
"[2, 5, 1, 3, 1, 3, 1, 4, 3, 5]",3,B-42_17_pass1_1203_11,B-42,IDSLabel-norm,IDS
"[5, 1, 3, 1, 3, 1, 4, 3, 5, 3]",4,B-42_17_pass1_1203_11,B-42,IDSLabel-norm,IDS
"[1, 3, 1, 3, 1, 4, 3, 5, 3, 4]",1,B-42_17_pass1_1203_11,B-42,IDSLabel-norm,IDS
"[3, 1, 3, 1, 4, 3, 5, 3, 4, 1]",1,B-42_17_pass1_1203_11,B-42,IDSLabel-norm,IDS
"[5, 1, 3, 4, 5, 4, 3, 4, 1, 4]",1,B-42_17_pass1_1203_16,B-42,IDSLabel-norm,IDS
"[1, 3, 4, 5, 4, 3, 4, 1, 4, 1]",3,B-42_17_pass1_1203_16,B-42,IDSLabel-norm,IDS
"[3, 4, 5, 4, 3, 4, 1, 4, 1, 3]",3,B-42_17_pass1_1203_16,B-42,IDSLabel-norm,IDS
"[4, 5, 4, 3, 4, 1, 4, 1, 3, 3]",1,B-42_17_pass1_1203_16,B-42,IDSLabel-norm,IDS
"[1, 4, 3, 4, 1, 1, 4, 4, 1, 4]",1,B-42_17_pass1_1203_18,B-42,IDSLabel-norm,IDS
"[4, 3, 4, 1, 1, 4, 4, 1, 4, 1]",4,B-42_17_pass1_1203_18,B-42,IDSLabel-norm,IDS
"[3, 4, 1, 1, 4, 4, 1, 4, 1, 4]",3,B-42_17_pass1_1203_18,B-42,IDSLabel-norm,IDS
"[4, 1, 1, 4, 4, 1, 4, 1, 4, 3]",1,B-42_17_pass1_1203_18,B-42,IDSLabel-norm,IDS
"[1, 1, 4, 4, 1, 4, 1, 4, 3, 1]",1,B-42_17_pass1_1203_18,B-42,IDSLabel-norm,IDS
"[1, 4, 4, 1, 4, 1, 4, 3, 1, 1]",4,B-42_17_pass1_1203_18,B-42,IDSLabel-norm,IDS
"[4, 4, 1, 4, 1, 4, 3, 1, 1, 4]",4,B-42_17_pass1_1203_18,B-42,IDSLabel-norm,IDS
"[4, 1, 4, 1, 4, 3, 1, 1, 4, 4]",4,B-42_17_pass1_1203_18,B-42,IDSLabel-norm,IDS
"[1, 4, 1, 4, 3, 1, 1, 4, 4, 4]",4,B-42_17_pass1_1203_18,B-42,IDSLabel-norm,IDS
"[4, 1, 4, 3, 1, 1, 4, 4, 4, 4]",4,B-42_17_pass1_1203_18,B-42,IDSLabel-norm,IDS
"[1, 4, 3, 1, 1, 4, 4, 4, 4, 4]",1,B-42_17_pass1_1203_18,B-42,IDSLabel-norm,IDS
"[4, 3, 1, 1, 4, 4, 4, 4, 4, 1]",4,B-42_17_pass1_1203_18,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 4, 3, 4, 1, 4]",3,B-42_17_pass1_1203_21,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 1, 4, 3, 4, 1, 4, 3]",4,B-42_17_pass1_1203_21,B-42,IDSLabel-norm,IDS
"[4, 4, 1, 4, 3, 4, 1, 4, 3, 4]",4,B-42_17_pass1_1203_21,B-42,IDSLabel-norm,IDS
"[4, 1, 4, 3, 4, 1, 4, 3, 4, 4]",1,B-42_17_pass1_1203_21,B-42,IDSLabel-norm,IDS
"[1, 4, 3, 4, 1, 4, 3, 4, 4, 1]",1,B-42_17_pass1_1203_21,B-42,IDSLabel-norm,IDS
"[4, 3, 4, 1, 4, 3, 4, 4, 1, 1]",1,B-42_17_pass1_1203_21,B-42,IDSLabel-norm,IDS
"[3, 4, 1, 4, 3, 4, 4, 1, 1, 1]",4,B-42_17_pass1_1203_21,B-42,IDSLabel-norm,IDS
"[4, 1, 4, 3, 4, 4, 1, 1, 1, 4]",4,B-42_17_pass1_1203_21,B-42,IDSLabel-norm,IDS
"[1, 4, 3, 4, 4, 1, 1, 1, 4, 4]",4,B-42_17_pass1_1203_21,B-42,IDSLabel-norm,IDS
"[4, 3, 4, 4, 1, 1, 1, 4, 4, 4]",4,B-42_17_pass1_1203_21,B-42,IDSLabel-norm,IDS
"[3, 4, 4, 1, 1, 1, 4, 4, 4, 4]",4,B-42_17_pass1_1203_21,B-42,IDSLabel-norm,IDS
"[4, 4, 1, 1, 1, 4, 4, 4, 4, 4]",4,B-42_17_pass1_1203_21,B-42,IDSLabel-norm,IDS
"[4, 1, 1, 1, 4, 4, 4, 4, 4, 4]",4,B-42_17_pass1_1203_21,B-42,IDSLabel-norm,IDS
"[4, 1, 1, 3, 4, 4, 5, 3, 3, 5]",1,B-42_17_pass1_1203_8,B-42,IDSLabel-norm,IDS
"[1, 1, 3, 4, 4, 5, 3, 3, 5, 1]",4,B-42_17_pass1_1203_8,B-42,IDSLabel-norm,IDS
"[1, 3, 4, 4, 5, 3, 3, 5, 1, 4]",4,B-42_17_pass1_1203_8,B-42,IDSLabel-norm,IDS
"[3, 4, 4, 5, 3, 3, 5, 1, 4, 4]",4,B-42_17_pass1_1203_8,B-42,IDSLabel-norm,IDS
"[4, 4, 5, 3, 3, 5, 1, 4, 4, 4]",4,B-42_17_pass1_1203_8,B-42,IDSLabel-norm,IDS
"[4, 5, 3, 3, 5, 1, 4, 4, 4, 4]",3,B-42_17_pass1_1203_8,B-42,IDSLabel-norm,IDS
"[5, 3, 3, 5, 1, 4, 4, 4, 4, 3]",5,B-42_17_pass1_1203_8,B-42,IDSLabel-norm,IDS
"[3, 3, 5, 1, 4, 4, 4, 4, 3, 5]",1,B-42_17_pass1_1203_8,B-42,IDSLabel-norm,IDS
"[3, 5, 1, 4, 4, 4, 4, 3, 5, 1]",3,B-42_17_pass1_1203_8,B-42,IDSLabel-norm,IDS
"[4, 4, 1, 1, 4, 1, 1, 3, 5, 3]",4,B-42_17_pass1_1234_16,B-42,IDSLabel-norm,IDS
"[4, 1, 1, 4, 1, 1, 3, 5, 3, 4]",1,B-42_17_pass1_1234_16,B-42,IDSLabel-norm,IDS
"[1, 1, 4, 1, 1, 3, 5, 3, 4, 1]",1,B-42_17_pass1_1234_16,B-42,IDSLabel-norm,IDS
"[1, 4, 1, 1, 3, 5, 3, 4, 1, 1]",4,B-42_17_pass1_1234_16,B-42,IDSLabel-norm,IDS
"[4, 1, 4, 1, 4, 4, 1, 4, 4, 5]",4,B-42_17_pass1_1234_26,B-42,IDSLabel-norm,IDS
"[1, 4, 1, 4, 4, 1, 4, 4, 5, 4]",1,B-42_17_pass1_1234_26,B-42,IDSLabel-norm,IDS
"[4, 1, 4, 4, 1, 4, 4, 5, 4, 1]",4,B-42_17_pass1_1234_26,B-42,IDSLabel-norm,IDS
"[1, 4, 4, 1, 4, 4, 5, 4, 1, 4]",4,B-42_17_pass1_1234_26,B-42,IDSLabel-norm,IDS
"[4, 4, 1, 4, 4, 5, 4, 1, 4, 4]",1,B-42_17_pass1_1234_26,B-42,IDSLabel-norm,IDS
"[3, 3, 3, 6, 2, 1, 4, 5, 4, 4]",4,B-42_17_pass1_1234_30,B-42,IDSLabel-norm,IDS
"[3, 3, 6, 2, 1, 4, 5, 4, 4, 4]",4,B-42_17_pass1_1234_30,B-42,IDSLabel-norm,IDS
"[3, 6, 2, 1, 4, 5, 4, 4, 4, 4]",4,B-42_17_pass1_1234_30,B-42,IDSLabel-norm,IDS
"[6, 2, 1, 4, 5, 4, 4, 4, 4, 4]",1,B-42_17_pass1_1234_30,B-42,IDSLabel-norm,IDS
"[2, 1, 4, 5, 4, 4, 4, 4, 4, 1]",4,B-42_17_pass1_1234_30,B-42,IDSLabel-norm,IDS
"[1, 4, 5, 4, 4, 4, 4, 4, 1, 4]",4,B-42_17_pass1_1234_30,B-42,IDSLabel-norm,IDS
"[4, 5, 4, 4, 4, 4, 4, 1, 4, 4]",1,B-42_17_pass1_1234_30,B-42,IDSLabel-norm,IDS
"[5, 4, 4, 4, 4, 4, 1, 4, 4, 1]",3,B-42_17_pass1_1234_30,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 1, 4, 4, 1, 4, 4, 1]",4,B-42_17_pass1_1234_5,B-42,IDSLabel-norm,IDS
"[4, 4, 1, 4, 4, 1, 4, 4, 1, 4]",1,B-42_17_pass1_1234_5,B-42,IDSLabel-norm,IDS
"[4, 1, 4, 4, 1, 4, 4, 1, 4, 1]",4,B-42_17_pass1_1234_5,B-42,IDSLabel-norm,IDS
"[1, 4, 4, 1, 4, 4, 1, 4, 1, 4]",1,B-42_17_pass1_1234_5,B-42,IDSLabel-norm,IDS
"[4, 4, 1, 4, 4, 1, 4, 1, 4, 1]",1,B-42_17_pass1_1234_5,B-42,IDSLabel-norm,IDS
"[4, 1, 4, 4, 1, 4, 1, 4, 1, 1]",4,B-42_17_pass1_1234_5,B-42,IDSLabel-norm,IDS
"[1, 4, 4, 1, 4, 1, 4, 1, 1, 4]",4,B-42_17_pass1_1234_5,B-42,IDSLabel-norm,IDS
"[4, 4, 1, 4, 1, 4, 1, 1, 4, 4]",4,B-42_17_pass1_1234_5,B-42,IDSLabel-norm,IDS
"[4, 1, 4, 1, 4, 1, 1, 4, 4, 4]",4,B-42_17_pass1_1234_5,B-42,IDSLabel-norm,IDS
"[3, 3, 4, 5, 3, 3, 1, 1, 3, 3]",4,B-42_17_pass1_1242_7,B-42,IDSLabel-norm,IDS
"[3, 4, 5, 3, 3, 1, 1, 3, 3, 4]",5,B-42_17_pass1_1242_7,B-42,IDSLabel-norm,IDS
"[4, 5, 3, 3, 1, 1, 3, 3, 4, 5]",3,B-42_17_pass1_1242_7,B-42,IDSLabel-norm,IDS
"[5, 3, 3, 1, 1, 3, 3, 4, 5, 3]",1,B-42_17_pass1_1242_7,B-42,IDSLabel-norm,IDS
"[3, 3, 1, 1, 3, 3, 4, 5, 3, 1]",4,B-42_17_pass1_1242_7,B-42,IDSLabel-norm,IDS
"[1, 1, 3, 4, 1, 4, 1, 1, 3, 4]",1,B-42_17_pass1_1244_21,B-42,IDSLabel-norm,IDS
"[1, 3, 4, 1, 4, 1, 1, 3, 4, 1]",4,B-42_17_pass1_1244_21,B-42,IDSLabel-norm,IDS
"[3, 4, 1, 4, 1, 1, 3, 4, 1, 4]",4,B-42_17_pass1_1244_21,B-42,IDSLabel-norm,IDS
"[4, 1, 4, 1, 1, 3, 4, 1, 4, 4]",4,B-42_17_pass1_1244_21,B-42,IDSLabel-norm,IDS
"[1, 4, 1, 1, 3, 4, 1, 4, 4, 4]",1,B-42_17_pass1_1244_21,B-42,IDSLabel-norm,IDS
"[4, 1, 1, 3, 4, 1, 4, 4, 4, 1]",4,B-42_17_pass1_1244_21,B-42,IDSLabel-norm,IDS
"[1, 1, 3, 4, 1, 4, 4, 4, 1, 4]",4,B-42_17_pass1_1244_21,B-42,IDSLabel-norm,IDS
"[1, 3, 4, 1, 4, 4, 4, 1, 4, 4]",4,B-42_17_pass1_1244_21,B-42,IDSLabel-norm,IDS
"[3, 4, 1, 4, 4, 4, 1, 4, 4, 4]",4,B-42_17_pass1_1244_21,B-42,IDSLabel-norm,IDS
"[4, 1, 4, 4, 4, 1, 4, 4, 4, 4]",4,B-42_17_pass1_1244_21,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 1, 1, 4, 4]",3,B-42_17_pass1_1244_46,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 1, 1, 4, 4, 3]",4,B-42_17_pass1_1244_46,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 1, 4, 4, 3, 4]",4,B-42_17_pass1_1244_46,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 1, 1, 4, 4, 3, 4, 4]",4,B-42_17_pass1_1244_46,B-42,IDSLabel-norm,IDS
"[4, 4, 1, 1, 4, 4, 3, 4, 4, 4]",1,B-42_17_pass1_1244_46,B-42,IDSLabel-norm,IDS
"[4, 1, 1, 4, 4, 3, 4, 4, 4, 1]",4,B-42_17_pass1_1244_46,B-42,IDSLabel-norm,IDS
"[1, 1, 4, 4, 3, 4, 4, 4, 1, 4]",4,B-42_17_pass1_1244_46,B-42,IDSLabel-norm,IDS
"[1, 4, 4, 3, 4, 4, 4, 1, 4, 4]",4,B-42_17_pass1_1244_46,B-42,IDSLabel-norm,IDS
"[4, 4, 3, 4, 4, 4, 1, 4, 4, 4]",4,B-42_17_pass1_1244_46,B-42,IDSLabel-norm,IDS
"[4, 3, 4, 4, 4, 1, 4, 4, 4, 4]",4,B-42_17_pass1_1244_46,B-42,IDSLabel-norm,IDS
"[4, 1, 4, 4, 1, 5, 4, 3, 4, 1]",4,B-42_17_pass1_1257_10,B-42,IDSLabel-norm,IDS
"[1, 4, 4, 1, 5, 4, 3, 4, 1, 4]",4,B-42_17_pass1_1257_10,B-42,IDSLabel-norm,IDS
"[4, 4, 1, 5, 4, 3, 4, 1, 4, 4]",4,B-42_17_pass1_1257_10,B-42,IDSLabel-norm,IDS
"[4, 1, 5, 4, 3, 4, 1, 4, 4, 4]",1,B-42_17_pass1_1257_10,B-42,IDSLabel-norm,IDS
"[1, 5, 4, 3, 4, 1, 4, 4, 4, 1]",3,B-42_17_pass1_1257_10,B-42,IDSLabel-norm,IDS
"[4, 3, 3, 1, 4, 4, 1, 3, 1, 4]",4,B-42_17_pass1_1257_12,B-42,IDSLabel-norm,IDS
"[3, 3, 1, 4, 4, 1, 3, 1, 4, 4]",1,B-42_17_pass1_1257_12,B-42,IDSLabel-norm,IDS
"[3, 1, 4, 4, 1, 3, 1, 4, 4, 1]",4,B-42_17_pass1_1257_12,B-42,IDSLabel-norm,IDS
"[1, 4, 4, 1, 3, 1, 4, 4, 1, 4]",3,B-42_17_pass1_1257_12,B-42,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 4, 1, 4, 4, 4]",4,B-42_17_pass1_1257_5,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 1, 4, 4, 4, 4]",1,B-42_17_pass1_1257_5,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 4, 4, 4, 4, 1]",4,B-42_17_pass1_1257_5,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 1, 4, 4, 4, 4, 1, 4]",4,B-42_17_pass1_1257_5,B-42,IDSLabel-norm,IDS
"[1, 3, 4, 4, 1, 3, 5, 5, 2, 5]",4,B-42_17_pass1_1277_7,B-42,IDSLabel-norm,IDS
"[3, 4, 4, 1, 3, 5, 5, 2, 5, 4]",4,B-42_17_pass1_1277_7,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 1, 4, 1, 4, 4]",4,B-42_17_pass1_139_6,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 1, 1, 4, 1, 4, 4, 4]",4,B-42_17_pass1_139_6,B-42,IDSLabel-norm,IDS
"[4, 4, 1, 1, 4, 1, 4, 4, 4, 4]",1,B-42_17_pass1_139_6,B-42,IDSLabel-norm,IDS
"[4, 1, 1, 4, 1, 4, 4, 4, 4, 1]",4,B-42_17_pass1_139_6,B-42,IDSLabel-norm,IDS
"[1, 1, 4, 1, 4, 4, 4, 4, 1, 4]",4,B-42_17_pass1_139_6,B-42,IDSLabel-norm,IDS
"[1, 4, 1, 4, 4, 4, 4, 1, 4, 4]",4,B-42_17_pass1_139_6,B-42,IDSLabel-norm,IDS
"[4, 1, 4, 4, 4, 4, 1, 4, 4, 4]",4,B-42_17_pass1_139_6,B-42,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 1, 4, 4, 4, 4]",4,B-42_17_pass1_139_6,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",4,B-42_17_pass1_139_6,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 1, 4, 4, 4, 4, 4, 4]",4,B-42_17_pass1_139_6,B-42,IDSLabel-norm,IDS
"[4, 4, 1, 4, 4, 4, 4, 4, 4, 4]",4,B-42_17_pass1_139_6,B-42,IDSLabel-norm,IDS
"[4, 1, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-42_17_pass1_139_6,B-42,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-42_17_pass1_139_6,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-42_17_pass1_139_6,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-42_17_pass1_139_6,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-42_17_pass1_139_6,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-42_17_pass1_139_6,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-42_17_pass1_139_6,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-42_17_pass1_139_6,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-42_17_pass1_139_6,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-42_17_pass1_139_6,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-42_17_pass1_139_6,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-42_17_pass1_139_6,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-42_17_pass1_139_6,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-42_17_pass1_139_6,B-42,IDSLabel-norm,IDS
"[1, 1, 4, 4, 4, 4, 4, 4, 4, 4]",1,B-42_17_pass1_139_8,B-42,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 4, 4, 4, 4, 1]",1,B-42_17_pass1_139_8,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 4, 1, 1]",4,B-42_17_pass1_139_8,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 1, 1, 4]",4,B-42_17_pass1_139_8,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 1, 1, 4, 4]",4,B-42_17_pass1_139_8,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 1, 1, 4, 4, 4]",4,B-42_17_pass1_139_8,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 1, 4, 4, 4, 4]",4,B-42_17_pass1_139_8,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 1, 1, 4, 4, 4, 4, 4]",4,B-42_17_pass1_139_8,B-42,IDSLabel-norm,IDS
"[4, 4, 1, 1, 4, 4, 4, 4, 4, 4]",4,B-42_17_pass1_139_8,B-42,IDSLabel-norm,IDS
"[4, 1, 1, 4, 4, 4, 4, 4, 4, 4]",1,B-42_17_pass1_139_8,B-42,IDSLabel-norm,IDS
"[1, 1, 4, 4, 4, 4, 4, 4, 4, 1]",1,B-42_17_pass1_139_8,B-42,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 4, 4, 4, 1, 1]",1,B-42_17_pass1_139_8,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 1, 1, 1]",4,B-42_17_pass1_139_8,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 1, 1, 1, 4]",4,B-42_17_pass1_139_8,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 1, 1, 1, 4, 4]",4,B-42_17_pass1_139_8,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 1, 1, 4, 4, 4]",4,B-42_17_pass1_139_8,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 1, 1, 1, 4, 4, 4, 4]",4,B-42_17_pass1_139_8,B-42,IDSLabel-norm,IDS
"[4, 4, 1, 1, 1, 4, 4, 4, 4, 4]",4,B-42_17_pass1_139_8,B-42,IDSLabel-norm,IDS
"[4, 1, 1, 1, 4, 4, 4, 4, 4, 4]",4,B-42_17_pass1_139_8,B-42,IDSLabel-norm,IDS
"[1, 1, 1, 4, 4, 4, 4, 4, 4, 4]",1,B-42_17_pass1_139_8,B-42,IDSLabel-norm,IDS
"[1, 1, 4, 4, 4, 4, 4, 4, 4, 1]",1,B-42_17_pass1_139_8,B-42,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 4, 4, 4, 1, 1]",4,B-42_17_pass1_139_8,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 4, 1, 1, 4]",4,B-42_17_pass1_139_8,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 4, 1, 1, 4, 4]",4,B-42_17_pass1_139_8,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 1, 1, 4, 4, 4]",4,B-42_17_pass1_139_8,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 4, 3, 5, 1, 4]",4,B-42_17_pass1_260_18,B-42,IDSLabel-norm,ADS
"[4, 4, 4, 1, 4, 3, 5, 1, 4, 4]",4,B-42_17_pass1_260_18,B-42,IDSLabel-norm,ADS
"[4, 4, 1, 4, 3, 5, 1, 4, 4, 4]",3,B-42_17_pass1_260_18,B-42,IDSLabel-norm,ADS
"[4, 1, 4, 3, 5, 1, 4, 4, 4, 3]",1,B-42_17_pass1_260_18,B-42,IDSLabel-norm,ADS
"[1, 4, 3, 5, 1, 4, 4, 4, 3, 1]",1,B-42_17_pass1_260_18,B-42,IDSLabel-norm,ADS
"[4, 3, 5, 1, 4, 4, 4, 3, 1, 1]",4,B-42_17_pass1_260_18,B-42,IDSLabel-norm,ADS
"[3, 5, 1, 4, 4, 4, 3, 1, 1, 4]",4,B-42_17_pass1_260_18,B-42,IDSLabel-norm,ADS
"[5, 1, 4, 4, 4, 3, 1, 1, 4, 4]",4,B-42_17_pass1_260_18,B-42,IDSLabel-norm,ADS
"[1, 4, 4, 4, 3, 1, 1, 4, 4, 4]",4,B-42_17_pass1_260_18,B-42,IDSLabel-norm,ADS
"[4, 4, 4, 3, 1, 1, 4, 4, 4, 4]",4,B-42_17_pass1_260_18,B-42,IDSLabel-norm,ADS
"[4, 4, 3, 1, 1, 4, 4, 4, 4, 4]",4,B-42_17_pass1_260_18,B-42,IDSLabel-norm,ADS
"[4, 3, 1, 1, 4, 4, 4, 4, 4, 4]",1,B-42_17_pass1_260_18,B-42,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 3, 5, 4, 4]",4,B-42_17_pass1_260_2,B-42,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 3, 5, 4, 4, 4]",1,B-42_17_pass1_260_2,B-42,IDSLabel-norm,ADS
"[4, 4, 4, 4, 3, 5, 4, 4, 4, 1]",3,B-42_17_pass1_260_2,B-42,IDSLabel-norm,ADS
"[4, 4, 4, 3, 5, 4, 4, 4, 1, 3]",4,B-42_17_pass1_260_2,B-42,IDSLabel-norm,ADS
"[4, 4, 3, 5, 4, 4, 4, 1, 3, 4]",4,B-42_17_pass1_260_2,B-42,IDSLabel-norm,ADS
"[4, 3, 5, 4, 4, 4, 1, 3, 4, 4]",4,B-42_17_pass1_260_2,B-42,IDSLabel-norm,ADS
"[4, 4, 4, 4, 3, 1, 1, 3, 1, 3]",5,B-42_17_pass1_260_37,B-42,IDSLabel-norm,ADS
"[4, 4, 4, 3, 1, 1, 3, 1, 3, 5]",4,B-42_17_pass1_260_37,B-42,IDSLabel-norm,ADS
"[4, 1, 3, 4, 4, 3, 1, 1, 4, 1]",1,B-42_17_pass1_260_39,B-42,IDSLabel-norm,ADS
"[4, 1, 4, 4, 4, 4, 4, 4, 1, 5]",3,B-42_17_pass1_260_45,B-42,IDSLabel-norm,ADS
"[1, 4, 4, 4, 4, 4, 4, 1, 5, 3]",4,B-42_17_pass1_260_45,B-42,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 1, 5, 3, 4]",1,B-42_17_pass1_260_45,B-42,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 1, 5, 3, 4, 1]",1,B-42_17_pass1_260_45,B-42,IDSLabel-norm,ADS
"[4, 4, 4, 4, 1, 5, 3, 4, 1, 1]",1,B-42_17_pass1_260_45,B-42,IDSLabel-norm,ADS
"[4, 4, 4, 1, 5, 3, 4, 1, 1, 1]",4,B-42_17_pass1_260_45,B-42,IDSLabel-norm,ADS
"[4, 4, 1, 5, 3, 4, 1, 1, 1, 4]",4,B-42_17_pass1_260_45,B-42,IDSLabel-norm,ADS
"[4, 1, 5, 3, 4, 1, 1, 1, 4, 4]",4,B-42_17_pass1_260_45,B-42,IDSLabel-norm,ADS
"[1, 5, 3, 4, 1, 1, 1, 4, 4, 4]",4,B-42_17_pass1_260_45,B-42,IDSLabel-norm,ADS
"[3, 4, 5, 1, 3, 1, 4, 4, 4, 1]",3,B-42_17_pass1_260_48,B-42,IDSLabel-norm,IDS
"[4, 5, 1, 3, 1, 4, 4, 4, 1, 3]",4,B-42_17_pass1_260_48,B-42,IDSLabel-norm,IDS
"[5, 1, 3, 1, 4, 4, 4, 1, 3, 4]",4,B-42_17_pass1_260_48,B-42,IDSLabel-norm,IDS
"[1, 3, 1, 4, 4, 4, 1, 3, 4, 4]",4,B-42_17_pass1_260_48,B-42,IDSLabel-norm,IDS
"[4, 4, 1, 4, 4, 4, 4, 4, 4, 4]",4,B-42_17_pass1_260_7,B-42,IDSLabel-norm,ADS
"[4, 1, 4, 4, 4, 4, 4, 4, 4, 4]",4,B-42_17_pass1_260_7,B-42,IDSLabel-norm,ADS
"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",1,B-42_17_pass1_260_7,B-42,IDSLabel-norm,ADS
"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1]",4,B-42_17_pass1_260_7,B-42,IDSLabel-norm,ADS
"[5, 3, 1, 3, 6, 2, 3, 5, 4, 4]",4,B-42_17_pass1_261_17,B-42,IDSLabel-norm,IDS
"[3, 1, 3, 6, 2, 3, 5, 4, 4, 4]",3,B-42_17_pass1_261_17,B-42,IDSLabel-norm,IDS
"[1, 3, 6, 2, 3, 5, 4, 4, 4, 3]",4,B-42_17_pass1_261_17,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 1, 4, 4, 4, 4]",4,B-42_17_pass1_598_1,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",1,B-42_17_pass1_598_1,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 1, 4, 4, 4, 4, 4, 1]",5,B-42_17_pass1_598_1,B-42,IDSLabel-norm,IDS
"[4, 4, 1, 4, 4, 4, 4, 4, 1, 5]",4,B-42_17_pass1_598_1,B-42,IDSLabel-norm,IDS
"[4, 1, 4, 4, 4, 4, 4, 1, 5, 4]",4,B-42_17_pass1_598_1,B-42,IDSLabel-norm,IDS
"[1, 4, 4, 4, 4, 4, 1, 5, 4, 4]",1,B-42_17_pass1_598_1,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 4, 1, 5, 4, 4, 1]",4,B-42_17_pass1_598_1,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 4, 1, 5, 4, 4, 1, 4]",4,B-42_17_pass1_598_1,B-42,IDSLabel-norm,IDS
"[4, 4, 4, 1, 5, 4, 4, 1, 4, 4]",4,B-42_17_pass1_598_1,B-42,IDSLabel-norm,IDS
"[4, 4, 1, 5, 4, 4, 1, 4, 4, 4]",4,B-42_17_pass1_598_1,B-42,IDSLabel-norm,IDS
